CNPJ,ESPECIALIDADE,ESTABELECIMENTO
10701631000191,Brasileira,Restaurante
10703722000166,Brasileira,Restaurante
10705070000107,Cozinha regional,Restaurante
10705074000187,Brasileira,Restaurante
10705213000172,Cozinha regional,Restaurante
10706270000176,Brasileira,Restaurante
10707318000160,Brasileira | Cozinha regional,Restaurante
10708277000127,Brasileira | Cozinha regional | Árabe,Similar
10710352000194,Brasileira,Restaurante
10710615000165,Brasileira | Cozinha regional,Restaurante
10711006000120,Brasileira,Similar
10711370000190,Árabe,Restaurante
10712681000174,Italiana,Restaurante
10713115000187,Brasileira | Cozinha regional,Restaurante
10713693000113,Brasileira,Restaurante
10713853000124,Brasileira,Cafeteria
10715468000116,Brasileira,Restaurante
10716337000153,Brasileira,Restaurante
10716995000145,Brasileira | Cozinha regional,Restaurante
10716995000226,Brasileira,Restaurante
10718111000191,Japonesa,Restaurante
10719214000176,Brasileira | Cozinha regional,Restaurante
10722406000131,Brasileira | Cozinha regional,Bar
10722507000102,Brasileira,Restaurante
10723387000168,Brasileira,Restaurante
10724424000152,Brasileira,Restaurante
10726114000177,Brasileira,Cafeteria
10728468000150,Brasileira,Restaurante
10729722000135,Brasileira,Restaurante
10729797000116,Brasileira,Restaurante
10730739000102,Alemã | Brasileira | Cozinha regional,Cafeteria
10731335000133,Italiana,Restaurante
10731335000214,Italiana,Restaurante
10732747000198,Brasileira,Restaurante
10734298000117,Brasileira,Restaurante
10734371000150,Brasileira,Restaurante
10734467000119,Cozinha regional,Restaurante
10734972000163,Brasileira,Similar
10735123000124,Brasileira,Restaurante
10736680000160,Italiana,Restaurante
10736680000240,Italiana,Restaurante
10737988000120,Brasileira | Cozinha regional | Italiana,Restaurante
10738606000182,Brasileira,Restaurante
10739971000101,Brasileira | Cozinha regional,Restaurante
10741383000102,Cozinha regional,Restaurante
10741655000174,Brasileira,Restaurante
10742308000166,Brasileira | Cozinha regional | Portuguesa,Bar
10742339000117,Brasileira | Cozinha regional | Italiana,Restaurante
10742493000199,Espanhola | Italiana | Portuguesa,Restaurante
10743687000109,Cozinha regional,Restaurante
10744426000103,Cozinha regional,Restaurante
10745892000103,Brasileira,Restaurante
10746932000131,Portuguesa,Bar
10749728000174,Brasileira | Cozinha regional,Restaurante
10749777000107,Brasileira,Restaurante
10750614000144,Brasileira,Restaurante
10752135000167,Brasileira | Cozinha regional,Restaurante
10754613000178,Brasileira,Bar
10754995000130,Brasileira,Restaurante
10755198000177,Brasileira,Similar
10757120000191,Brasileira,Restaurante
10757955000141,Francesa,Cafeteria
10758864000120,Brasileira,Restaurante
10759666000343,Brasileira,Restaurante
10759746000137,Brasileira,Restaurante
10761118000196,Americana | Brasileira | Italiana,Similar
10762329000143,Italiana,Restaurante
10763360000107,Brasileira,Restaurante
10764689000184,Brasileira | Italiana | Japonesa,Restaurante
10765868000136,Brasileira,Similar
10766022000110,Brasileira | Cozinha regional,Restaurante
10767581000145,Brasileira | Cozinha regional | Italiana,Restaurante
10767581000145,Brasileira,Restaurante
10770186000111,Portuguesa,Restaurante
10770872000192,Americana | Brasileira | Cozinha regional,Similar
10771331000189,Brasileira,Restaurante
10771760000156,Brasileira,Similar
10773282000113,Japonesa,Restaurante
10773282000202,Asiática | Japonesa,Restaurante
10773282000385,Asiática | Japonesa,Restaurante
10773474000120,Cozinha regional,Restaurante
10775785000128,Brasileira,Restaurante
10777280000100,Brasileira,Restaurante
10777432000167,Brasileira | Cozinha regional,Bar
10777973000195,Brasileira,Bar
10780113000100,Brasileira,Similar
10781280000176,Brasileira,Restaurante
10783021000184,Brasileira | Cozinha regional,Restaurante
10785660000189,Brasileira,Cafeteria
10788599000123,Brasileira | Cozinha regional,Restaurante
10789663000190,Brasileira,Similar
10790316000188,Brasileira | Cozinha regional | Italiana,Restaurante
10790589000122,Alemã | Brasileira | Italiana,Similar
10791164000138,Brasileira,Restaurante
10792335000143,Brasileira,Restaurante
10792730000126,Brasileira,Restaurante
10794203000150,Brasileira | Tailandesa,Restaurante
10795756000128,Brasileira,Restaurante
10795851000121,Brasileira | Cozinha regional,Restaurante
10795981000164,Asiática,Restaurante
10797956000110,Cozinha regional,Restaurante
10798783000154,Brasileira | Cozinha regional,Restaurante
10799384000108,Italiana,Restaurante
10799630000121,Argentina | Brasileira | Italiana,Restaurante
10800015000198,Brasileira,Restaurante
10802483000100,Italiana,Similar
10804042000139,Brasileira | Cozinha regional,Restaurante
10804331000138,Brasileira,Restaurante
10804885000135,Brasileira | Portuguesa,Restaurante
10805439000145,Brasileira | Italiana | Portuguesa,Restaurante
10805855000143,Brasileira,Restaurante
10808866000187,Cozinha regional | Francesa | Italiana,Restaurante
10809510000168,Chinesa | Japonesa,Restaurante
10809510000168,Japonesa,Restaurante
10812090000179,Italiana,Restaurante
10816295000122,Cozinha regional,Similar
10818099000197,Brasileira,Restaurante
10818686000186,Brasileira | Cozinha regional | Portuguesa,Restaurante
10818836000151,Cozinha regional,Similar
10819543000199,Brasileira,Restaurante
10820410000132,Brasileira,Restaurante
10820500000123,Brasileira,Restaurante
10820670000108,Cozinha regional,Restaurante
10821050000193,Americana,Cafeteria
10822318000101,Brasileira | Cozinha regional,Restaurante
10823136000155,Brasileira | Cozinha regional | Marroquina,Restaurante
10823211000188,Brasileira,Similar
10823745000104,Italiana | Árabe,Restaurante
10824349000100,Brasileira | Cozinha regional,Similar
10824665000173,Brasileira,Restaurante
10826035000138,Brasileira,Restaurante
10827592000173,Brasileira,Similar
10827887000140,Argentina | Brasileira,Restaurante
10828083000165,Japonesa,Restaurante
10829057000151,Italiana | Árabe,Restaurante
10832110000173,Brasileira | Cozinha regional,Cafeteria
10832110000173,Brasileira,Cafeteria
10832110000254,Brasileira,Cafeteria
10832602000169,Brasileira,Restaurante
10832825000126,Brasileira | Francesa,Restaurante
10833559000156,Brasileira,Restaurante
10834717000192,Alemã,Restaurante
10835400000170,Brasileira,Restaurante
10835400000251,Brasileira,Restaurante
10835414000194,Brasileira,Bar
10836208000107,Brasileira,Restaurante
10837232000152,Brasileira,Restaurante
10837683000190,Brasileira | Cozinha regional,Restaurante
10837831000176,Brasileira | Cozinha regional,Restaurante
10838691000150,Brasileira,Restaurante
10838694000194,Brasileira,Bar
10839245000160,Brasileira | Cozinha regional,Restaurante
10839947000144,Brasileira,Similar
10841554000175,Brasileira | Cozinha regional,Restaurante
10841554000175,Brasileira | Cozinha regional | Italiana,Restaurante
10843091000180,Brasileira | Italiana,Restaurante
10843849000180,Brasileira,Restaurante
10844684000161,Brasileira | Cozinha regional | Italiana,Restaurante
10844786000187,Americana | Brasileira,Restaurante
10847403000124,Brasileira | Cozinha regional | Italiana,Restaurante
10847841000192,Brasileira,Bar
10849001000169,Brasileira | Cozinha regional,Restaurante
10849112000175,Argentina | Brasileira | Cozinha regional,Restaurante
10849836000119,Italiana | Árabe,Restaurante
10851305000160,Italiana,Restaurante
10851325000131,Brasileira | Cozinha regional | Italiana,Restaurante
10851638000190,Brasileira,Bar
10851694000124,Americana,Restaurante
10851955000106,Brasileira,Restaurante
10852924000170,Brasileira,Restaurante
10852925000114,Brasileira,Restaurante
10853087000101,Brasileira,Restaurante
10856469000180,Brasileira,Restaurante
10856513000233,Brasileira | Cozinha regional,Restaurante
10857432000177,Brasileira | Italiana | Japonesa,Restaurante
10857432000258,Brasileira | Italiana,Restaurante
10857432000339,Brasileira | Italiana,Restaurante
10858459000184,Brasileira | Cozinha regional,Restaurante
10858779000134,Brasileira,Restaurante
10859337000102,Brasileira,Restaurante
10859347000148,Brasileira,Restaurante
10859877000196,Brasileira | Cozinha regional,Restaurante
10860959000150,Americana,Similar
10860966000152,Brasileira | Portuguesa,Bar
10861055000140,Brasileira,Restaurante
10861940000129,Brasileira | Italiana,Restaurante
10863608000101,Brasileira,Cafeteria
10865262000172,Brasileira,Restaurante
10866072000170,Brasileira,Restaurante
10866214000107,Brasileira,Restaurante
10869183000130,Italiana,Restaurante
10870139000140,Brasileira | Cozinha regional,Restaurante
10870349000138,Americana,Restaurante
10870349000219,Americana,Restaurante
10871470000184,Argentina,Restaurante
10872589000171,Americana,Similar
10873288000162,Brasileira,Bar
10873718000308,Brasileira | Francesa,Similar
10873819000117,Brasileira | Cozinha regional,Restaurante
10874456000134,Brasileira,Restaurante
10875575000101,Brasileira,Similar
10877088000188,Cozinha regional,Restaurante
10877253000100,Brasileira | Grega,Restaurante
10878605000133,Brasileira,Restaurante
10878803000105,Brasileira | Italiana,Restaurante
10878803000288,Brasileira | Italiana,Restaurante
10878830000170,Brasileira | Cozinha regional | Japonesa,Restaurante
10879216000122,Cozinha regional,Restaurante
10879470000120,Espanhola,Restaurante
10880194000110,Brasileira,Restaurante
10881135000167,Brasileira | Cozinha regional,Restaurante
10881234000149,Brasileira,Restaurante
10882057000115,Brasileira,Restaurante
10883005000163,Brasileira | Cozinha regional,Restaurante
10884597000138,Brasileira,Restaurante
10885097000110,Brasileira,Restaurante
10885603000171,Brasileira | Cozinha regional | Italiana,Restaurante
10887539000168,Mexicana,Restaurante
10888135000199,Argentina | Brasileira | Portuguesa,Restaurante
10888657000190,Brasileira,Restaurante
10888817000100,Brasileira,Similar
10892910000180,Brasileira,Restaurante
10894339000132,Brasileira,Restaurante
10894619000140,Brasileira | Cozinha regional | Italiana,Restaurante
10895853000192,Cozinha regional,Restaurante
10896383000181,Brasileira,Restaurante
10897556000186,Brasileira | Italiana | Portuguesa,Bar
10898629000154,Brasileira,Restaurante
10898744000129,Brasileira,Restaurante
10898895000187,Italiana,Restaurante
10899727000106,Cozinha regional,Restaurante
10900365000126,Brasileira | Portuguesa | Árabe,Restaurante
10900981000187,Brasileira,Cafeteria
10901067000150,Brasileira | Cozinha regional,Restaurante
10901123000157,Italiana,Restaurante
10902487000151,Cozinha regional,Restaurante
10902584000144,Cozinha regional,Restaurante
10902630000105,Brasileira,Bar
10902792000224,Brasileira,Restaurante
10904326000105,Brasileira | Cozinha regional,Restaurante
10904398000144,Italiana,Restaurante
10906381000126,Brasileira | Francesa,Restaurante
10906754000169,Brasileira,Restaurante
10907623000104,Italiana | Árabe,Restaurante
10909096000169,Cozinha regional | Portuguesa,Restaurante
10909589000107,Cozinha regional,Cafeteria
10911127000116,Japonesa,Restaurante
10911853000139,Brasileira,Restaurante
10912875000113,Brasileira,Bar
10916108000182,Brasileira,Restaurante
10920829000166,Brasileira | Cozinha regional,Similar
10920847000148,Brasileira,Restaurante
10922824000172,Brasileira,Restaurante
10923184000115,Brasileira,Restaurante
10923184000204,Brasileira,Restaurante
10923184000387,Brasileira,Restaurante
10923184000468,Brasileira | Portuguesa,Restaurante
10923766000100,Brasileira,Restaurante
10923812000162,Brasileira | Árabe,Restaurante
10923812000243,Brasileira,Restaurante
10923812000324,Brasileira,Restaurante
10923812000405,Brasileira,Restaurante
10924393000183,Brasileira,Restaurante
10924991000152,Cozinha regional,Restaurante
10926450000163,Brasileira | Cozinha regional,Restaurante
10927402000190,Brasileira,Similar
10927402000351,Brasileira,Similar
10930008000100,Brasileira | Cozinha regional,Restaurante
10931681000165,Brasileira | Cozinha regional,Restaurante
10932268000115,Americana | Brasileira | Cozinha regional,Bar
10932990000150,Brasileira | Cozinha regional,Restaurante
10933757000191,Brasileira,Restaurante
10936035000190,Brasileira,Restaurante
10938576000158,Italiana,Restaurante
10938848000110,Portuguesa,Restaurante
10939458000164,Brasileira,Restaurante
10941569000105,Brasileira,Restaurante
10941866000150,Cozinha regional,Bar
10941866000231,Cozinha regional,Restaurante
10942264000118,Mexicana,Restaurante
10944626000100,Alemã | Americana,Bar
10945148000152,Chinesa,Restaurante
10945265000116,Portuguesa,Restaurante
10945522000110,Brasileira | Japonesa,Restaurante
10945522000110,Brasileira,Restaurante
10945687000191,Brasileira,Restaurante
10945698000171,Brasileira,Restaurante
10946213000164,Japonesa,Restaurante
10946568000153,Cozinha regional,Restaurante
10946568000153,Brasileira | Cozinha regional,Restaurante
10948266000114,Brasileira,Restaurante
10948366000140,Brasileira | Italiana,Restaurante
10950744000120,Brasileira,Cafeteria
10953517000159,Cozinha regional,Restaurante
10953709000165,Brasileira | Italiana,Restaurante
10954439000107,Brasileira,Restaurante
10957407000165,Portuguesa,Similar
10959014000190,Brasileira | Cozinha regional,Restaurante
10960248000158,Argentina | Brasileira,Cafeteria
10960477000172,Brasileira,Restaurante
10961674000106,Brasileira,Similar
10961768000185,Cozinha regional,Cafeteria
10962574000102,Brasileira | Francesa | Italiana,Restaurante
10962574000285,Brasileira | Italiana,Restaurante
10963854000127,Brasileira | Cozinha regional,Restaurante
10964339000161,Brasileira,Similar
10967266000161,Brasileira | Portuguesa,Restaurante
10968476000174,Asiática,Restaurante
10969961000162,Brasileira | Cozinha regional | Italiana,Restaurante
10970029000150,Alemã | Brasileira,Similar
10972417000170,Italiana,Restaurante
10972619000111,Brasileira,Similar
10973044000151,Americana | Brasileira | Italiana,Restaurante
10973411000117,Italiana | Árabe,Restaurante
10973503000105,Cozinha regional,Restaurante
10976688000101,Brasileira,Similar
10977027000192,Brasileira,Restaurante
10977370000137,Brasileira,Restaurante
10980067000193,Cozinha regional,Similar
10980111000165,Brasileira,Restaurante
10981600000131,Brasileira,Restaurante
10982694000163,Brasileira | Cozinha regional,Restaurante
10983315000150,Cozinha regional,Restaurante
10983441000104,Francesa,Restaurante
10983441000295,Francesa,Restaurante
10983728000134,Brasileira,Similar
10984017000184,Brasileira,Similar
10984820000119,Brasileira,Similar
10985542000114,Árabe,Cafeteria
10986393000108,Italiana,Restaurante
10988557000136,Cozinha regional | Italiana,Similar
10989248000180,Italiana,Similar
10989248000261,Italiana,Similar
10989510000197,Brasileira | Italiana,Similar
10989539000179,Cozinha regional,Restaurante
10990009000140,Argentina | Brasileira | Italiana,Cafeteria
10990544000100,Brasileira,Restaurante
10992676000162,Cozinha regional,Restaurante
10993948000149,Brasileira | Cozinha regional,Similar
10995369000135,Brasileira | Chinesa | Japonesa,Restaurante
10995369000135,Chinesa,Restaurante
10996487000168,Brasileira | Cozinha regional,Restaurante
10997337000179,Brasileira,Restaurante
10997699000160,Brasileira | Cozinha regional | Portuguesa,Restaurante
11002104000151,Brasileira | Cozinha regional,Restaurante
11002439000170,Cozinha regional,Restaurante
11002942000125,Brasileira,Restaurante
11004716000183,Italiana | Árabe,Restaurante
11005453000127,Brasileira,Similar
11006783000137,Cozinha regional,Similar
11006969000196,Brasileira,Restaurante
11007072000187,Brasileira,Similar
11007787000130,Brasileira | Italiana,Restaurante
11008934000196,Cozinha regional,Restaurante
11010737000101,Brasileira,Cafeteria
